"@title", "Français"
"# 01861", "Appuyez sur un message pour voir plus de détails sur ce que la personne veut."
, "C'est assez pratique, hein?"
"# 01862", "Woohoo, nous avons réalisé le souhait de <br> <co=0070c0><0> </co>!"
"# 01863", "Bien joué, nous!"
, "Continuons comme ça et devenons le parc aquatique préféré de tous!"
"# 01864", "Nous avons une installation qui n'est pas accessible."
, "Il faut être plus prudent quant à l'emplacement et à la direction de l'établissement."
"# 01865", "Bonne journée. Comment ça va?"
, "Je suis venu ici aujourd'hui parce que j'ai réalisé qu'il y a quelque chose que j'ai oublié de vous dire."
, "Mon organisation est également en charge du classement des parcs aquatiques dans tout le pays."
, "La façon dont cela fonctionne est que vous gagnez vos étoiles une par une."
, "Voici les conditions que vous devrez remplir pour être considéré comme un parc aquatique 1 étoile."
"# 01866", "Un parc aquatique sans beaucoup d '<co = 0070c0> installations </co> n'a rien à redire."
, "Alors ici, laissez-moi vous donner celui-ci gratuitement."
"# 01867", "Oh, nous avons des Floaty Tubes, un magasin de flotteurs et de chambres à air!"
, "Installons-le dans notre parc."
"# 01868", "Bonjour. Je suis le propriétaire de Pumpkin Products."
, "Quel beau parc aquatique vous avez."
, "J'ai quelques <co = 0070c0> articles </co> et <co = 0070c0> installations </co> très utiles à vendre. Veuillez jeter un coup d'œil.
"# 01869", "Je vous propose également des échantillons de mes nouveaux produits."
, "Les ingrédients sont excellents pour la peau et, bien sûr, ils peuvent être utilisés en toute sécurité dans les piscines."
"# 01870", "Visitez ma boutique bientôt. Au revoir."
"# 01871", "Oh, oh, j'adore les échantillons gratuits!"
, "Mettons ce truc dans une piscine et voyons ce qui se passe!"
"# 01872", "Bienvenue!"
"# 01873", "Regardez, chef! Un visiteur a une <co = 0070c0> aura </co>!"
"# 01874", "Les auras se déclenchent lorsque les visiteurs sont très satisfaits de notre parc aquatique."
, "Les auras desserrent les cordons de la bourse et obligent les gens à rester plus longtemps dans le parc."
, "C'est pourquoi il est dans notre intérêt de rendre les visiteurs heureux!"
"# 01875", "Super, nous avons maintenant une <pic = pic_icon_sun> <co = 0070c0> piscine extérieure </co> dans le parc!"
, "<pic = pic_icon_sun> <co = 0070c0> Les piscines extérieures </co> attirent de nombreux visiteurs en été."
, "Leur popularité diminue cependant pendant les mois d'hiver."
"# 01876", "La construction du <co=0070c0><0> </co> a augmenté la popularité de la piscine à proximité!"
, "Et plus une piscine ou une installation est populaire, plus nos visiteurs seront satisfaits lorsqu'ils les utiliseront!"
"# 01877", "Le <co=0070c0><0> </co> ajoute un <co=0070c0><1> </co> parfum à la piscine voisine."
, "Essayez d'ajouter différentes installations autour de vos piscines pour voir les effets qu'elles auront."
"# 01878", "Rien à changer."
"# 01879", "Utilisez des objets pour ajouter de la couleur ou du parfum à une piscine, ou pour modifier la température de l'eau."
, "Rendre les piscines plus vibrantes ou changer leur apparence selon les saisons, par exemple."
, "N'oubliez pas que les éléments utilisés dans les pools ont une <co = 0070c0> date d'expiration </co> après laquelle ils disparaîtront."
, "Essayez toutes sortes de choses et voyez ce qui fonctionne!"
"# 01880", "Changer la couleur d'une piscine <co = 0070c0> réinitialiser </co> les <pic = pic_nicePoint> likes que nous avons obtenus pour cela."
, "Les likes affectent également la popularité d'une piscine."
"# 01881", "Si vous voulez conserver les likes mais avoir une piscine dans une couleur différente, vous pouvez créer une autre piscine."
"# 01882", "Ici, vous pouvez choisir différentes campagnes."
"# 01883", "Ils peuvent être d'une réelle aide pour faire de notre parc aquatique un endroit animé et populaire!"
"# 01884", "Nous pouvons maintenant avoir des places payantes!"
, "Ces places sont réservées pour la journée par des clients qui souhaitent les avoir pour eux seuls."
, "C'est une source de revenus supplémentaire pour nous!"
"# 01885", "Plaçons-en dans notre parc, d'accord?"
"# 01886", "Ici, vous pouvez choisir des <co = 0070c0> flotteurs </co> et <co = 0070c0> chambres à air </co> à offrir aux visiteurs en cadeau."
, "Rendez vos visiteurs heureux en leur offrant de nombreux cadeaux".
"# 01887", "Ici, vous pouvez choisir des <co = 0070c0> maillots de bain </co> à offrir aux visiteurs en cadeau."
, "C'est l'hiver maintenant, donc nous n'obtiendrons pas autant de visiteurs qu'avant."
"# 01888", "C'est une belle journée ensoleillée. Pas un seul nuage dans le ciel!"
, "On peut s'attendre à beaucoup de visiteurs!"
"# 01890", "Il fait nuageux aujourd'hui."
, "Le mauvais temps fait baisser le nombre de visiteurs."
"# 01891", "Oh, dommage. Il va pleuvoir toute la journée."
, "Il m'est venu à l'esprit que les nouvelles concernant <0> ne s'étaient peut-être pas encore répandues dans la région."
"# 01892", "Il neige aujourd'hui."
, "Il m'est venu à l'esprit que les nouvelles concernant <0> ne s'étaient peut-être pas encore répandues dans la région."
"# 01893", "L'été est terminé ..."
"# 01894", "Ce ne sera pas aussi occupé maintenant, mais l'automne est toujours une bonne saison pour nous."
"# 01895", "C'est l'hiver maintenant, donc nous n'obtiendrons pas autant de visiteurs qu'avant."
, "Mais si nous rendions les piscines plus chaudes, nous pourrions peut-être inciter certaines personnes à moi malgré le temps froid? "
, "Ici, essayez de mettre ceci dans une piscine. Je l'ai chauffé sur le poêle plus tôt."
"# 01896", "Ouais, c'est le printemps, et les jours se réchauffent!"
, "Le temps chaud nous ramènera certainement plus de visiteurs."
"# 01897", "Bonjour. Je suis le président de la Pool Association."
, "J'ai découvert <co=0070c0><0> </co> récemment et je suis venu me présenter."
, "Il m'est venu à l'esprit que les nouvelles concernant <0> ne s'étaient peut-être pas encore répandues dans la région."
"# 01898", "Vous souhaiterez peut-être organiser des <co = 0070c0> campagnes </co> pour faire passer le mot et attirer plus de visiteurs."
, "Vous les trouverez dans le menu <co = 0070c0> Actions </co>."
"# 01899", "Aucune campagne n'est actuellement disponible."
"# 01900", "Commençons avec le <0>!"
, "Il faut un peu de temps pour que tout soit prêt."
"# 01901", "Les préparatifs de la campagne <0> sont terminés."
"# 01902", "La campagne <0> est en cours de préparation."
"# 01903", "La campagne <0> est en cours."
"# 01904", "Vous ne pouvez avoir que <0> campagnes en cours d'exécution simultanément."
, "Veuillez attendre la fin avant d'en choisir de nouveaux."
"# 01905", "Choisissons un pool pour faire de la publicité!"
"# 01906", "D'accord, nous ferons de la publicité <1>!"
, "La popularité de la piscine augmentera pendant la campagne."
"# 01907", "Nous avons lancé la campagne <co=0070c0><0> </co>."
, "Il est sûr de nous attirer plus de visiteurs!"
"# 01908", "Nous gérons maintenant notre propre service de bus gratuit."
, "Il récupérera les visiteurs de la zone <1>."
, "Le bus arrivera demain matin. Voyons combien de personnes il amènera au parc!"
"# 01909", "Sélectionnez la zone à partir de laquelle vous souhaitez que la navette récupère les visiteurs."
"# 01910", "Grâce à votre aide, j'ai conçu une nouvelle attraction de parc aquatique."
, "Voici ce que j'ai fait. Vous pouvez l'avoir gratuitement."
"# 01911", "Grâce à votre aide, j'ai conçu un nouveau <co = 0070c0> salon </co>."
, "Oh, et si vous voulez offrir un maillot de bain à un visiteur, vous pouvez le faire à partir de son écran d'information."
"# 01912", "<0> est désormais un parc aquatique 1 étoile. Bravo!"
, "Au fait, il existe une certaine entreprise spécialisée dans les installations de parcs aquatiques."
, "Mais il n'a rien fait ces derniers temps en raison de problèmes de financement."
, "Peut-être pourriez-vous aider en investissant un peu?"
, "Vous recevrez des échantillons gratuits chaque fois qu'un nouveau produit est conçu. C'est une très bonne affaire, je vous assure."
"# 01913", "Un <co = 0070c0> nouveau type de maillot de bain </co> est disponible à la vente."
, "N'aimeriez-vous pas aussi le stocker chez <0>?"
, "J'aurai besoin de fonds pour organiser les livraisons ... Donc, si vous pouviez investir un peu, dans le menu <co = 0070c0> Campagnes </co>, ce serait génial."
"# 01914", "Oh, c'est merveilleux que vous ayez ouvert un magasin de maillots de bain ici."
, "J'ai signé des contrats avec plusieurs fabricants de maillots de bain."
, "Tous les styles habituels sont maintenant en stock."
"# 01915", "Le parc est beaucoup plus animé maintenant!"
, "Oh, et si vous voulez offrir un maillot de bain à un visiteur, vous pouvez le faire à partir de son écran d'information."
, "Pourquoi ne pas l'essayer maintenant?"
"# 01916", "Bonjour. <Co = 0070c0> L'été </co> est enfin arrivé."
, "Et l'été nous apporte <co = 0070c0> nouveaux styles de maillots de bain </co>."
"# 01917", "J'ai déjà contacté plusieurs fournisseurs et ai le nouveau maillot de bain en stock."
, "Puis-je suggérer d'en offrir aux visiteurs en cadeau? Ils apprécieraient certainement cela!"
"# 01918", "Les installations finies seront disponibles dans la boutique."
, "Venez quand vous voulez!"
"# 01919", "Les vacances d'été, oui! Il est temps de jouer!"
"# 01920", "Les écoles sont fermées pour les vacances d'été."
, "Les enfants pourront donc venir jouer au parc aquatique!"
"# 01921", "Au fur et à mesure que la réputation de <0> s'améliore, les visiteurs de nouvelles régions commenceront à apparaître."
"# 01922", "Les publications en ligne sur notre parc nous font beaucoup de publicité dans la <co=0070c0> <0> zone </co>!"
, "Je suppose que beaucoup de gens viendront de là-bas!"
"# 01923", "La piscine est vraiment bondée!"
"# 01924", "Nager lorsque vous côtoyez d'autres personnes est vraiment fatigant et réduit les PV."
, "Les visiteurs avec <co = 0070c0> 0 </co> PV rentreront simplement chez eux."
, "Il est peut-être temps d'agrandir la piscine?"
"# 01925", "Aujourd'hui, les personnes avec 9 à 5 emplois sont en congé, nous pouvons donc nous attendre à plus de visiteurs!"
"# 01926", "Le parc ne répond pas encore aux exigences."
"# 01927", "Nous remplissons désormais les conditions requises pour être classé!"
"# 01928", "Voici les conditions requises pour le rang suivant."
"# 01929", "Concentrons-nous sur ces derniers et passons au rang suivant!"
"# 01930", "Félicitations pour avoir obtenu votre première étoile! Bravo!"
, "Vous méritez un petit quelque chose ... Que diriez-vous d'une piscine à jets, hmm?"
"# 01931", "Continuez comme ça!"
"# 01932", "Wow, nous avons une nouvelle attraction vraiment cool!"
, "Trouvons une place pour cela dans le parc."
"# 01933", "Excellent travail pour obtenir votre deuxième étoile!"
, "A cette occasion, permettez-moi de vous présenter un certain <co = 0070c0> masterchef </co>."
"# 01934", "Bonjour! Je suis chef cuisinier, en train de penser constamment à de nouvelles recettes."
, "Je suis honoré de vous offrir mes services à <0>!"
, "Voyons quels menus nous pouvons créer pour vos restaurants."
"# 01935", "Oh wow, nous avons maintenant un masterchef qui travaille pour nous!"
, "Jetons un œil à la création du menu."
"# 01936", "Mon dieu, 3 étoiles! Félicitations!"
, "Je pense que <0> peut vraiment utiliser un toboggan. Tennez, c'est un cadeau! "
"# 01937", "Charmant! Nous avons un toboggan aquatique, juste comme ça!"
, "Trouvez de l'espace pour cela et utilisons-le à bon escient."
"# 01938", "Vous êtes un parc aquatique 4 étoiles maintenant! Incroyable!"
, "J'ai des sièges de salon spéciaux et assez spacieux pour vous. Je suis sûr qu'ils seront un ajout bienvenu à <0>!"
"# 01939", "Plaçons-les dans le parc alors!"
"# 01940", "Eh bien! Vous avez 5 étoiles maintenant. Je suis tellement impressionné!"
, "Votre parc aquatique est vraiment exceptionnel."
, "J'ai un <co = 0070c0> prix spécial </co> pour vous."
"# 01941", "Que votre parc aquatique continue de prospérer!"
"# 01942", "Oh mon Dieu, notre <0> est un parc aquatique 5 étoiles!"
, "J'ai du mal à y croire. C'est comme un rêve devenu réalité!"
"# 01943", "Mais là encore, nous avons travaillé si dur pour arriver ici depuis le premier jour!"
, "C'est formidable de voir vos efforts porter fruit, n'est-ce pas?"
, "Bien que nous ayons atteint le premier rang, ce n'est pas une raison pour arrêter de s'occuper de <0>."
, "Il ne fonctionnera pas tout seul!"
"# 01944", "Bonjour, comment ça va?"
, "Il a fait chaud ces derniers temps, hein? Mais ne t'inquiète pas, j'ai juste ce qu'il faut pour garder la chaleur à distance."
"# 01947", "Patron, c'est une belle opportunité pour nous!"
, "Les essais de certification des parcs aquatiques ne se font qu'au printemps et à l'automne."
, "De merveilleux prix attendent les parcs qui obtiennent leur certification!"
"# 01948", "Appliquons, patron!"
"# 01949", "D'accord, votre parc est sur la liste maintenant."
, "L'essai de certification commence <co = 0070c0> demain à 15 heures </co>."
, "Les poules à montrer aux juges doivent être choisies avant cette date."
"# 01950", "Les candidatures pour les <co = 0070c0> certifications de parc aquatique </co> sont ouvertes."
, "Lequel allez-vous postuler?"
"# 01951", "Les candidatures pour les <co = 0070c0> certifications de parc aquatique </co> d'automne sont ouvertes."
, "Patron, nous avons obtenu l'autorisation d'expansion!"
"# 01952", "L'essai de certification commence <co = 0070c0> demain à 15 heures </co>."
, "Les poules à montrer aux juges doivent être choisies avant cette date."
"# 01953", "Les candidatures pour les <co = 0070c0> certifications de parc aquatique </co> sont ouvertes."
, "Sélectionnez une piscine à montrer aux juges."
"# 01954", "Attends, nous n'avons pas de piscines!"
, "Euh ... Je suppose que nous devrons manquer cette fois."
"# 01955", "Allons voir l'annonce des résultats!"
"# 01956", "Nous n'avons pas réussi. Oh bien."
"# 01957", "Changeons les choses et réessayons la prochaine fois!"
"# 01958", "Nous n'appliquerons pas cette fois, mais n'en faisons pas une habitude."
"# 01959", "Bonjour! Les journées torrides sont enfin terminées, hein? Bien pour un changement."
, "Quand je suis arrivé l'autre jour, votre parc grouillait de visiteurs. Les billets d'entrée se vendaient comme des petits pains chauds, hmm?"
, "Mais maintenant ça devrait se calmer un peu. C'est le bon moment pour faire des rénovations, à mon avis!"
"# 01960", "Il y a toujours place à l'amélioration. En parlant de place ... pourquoi ne pas agrandir votre parc?"
"# 01961", "Boss, nous avons obtenu l'autorisation d'expansion!"
"# 01962", "Pour ce faire, accédez à Actions puis Campagnes."
"# 01963", "Euh, j'ai fait quelque chose sans vous le demander, patron. J'ai contacté des constructeurs pour nous construire une piscine <co = 0070c0> extérieure </co>."
"# 01964", "Nous devrons construire une entrée pour permettre l'accès à la piscine extérieure."
, "Faisons cela tout de suite!"
"# 01965", "Oh, le parc aquatique est superbe. J'ai envie de me baigner moi-même!"
, "J'espère que <0> continuera de grandir. Et pour vous donner un petit coup de pouce vers la prospérité, je vous apporte ceci!"
"# 01966", "Faites de ce parc aquatique un paradis aquatique que tout le monde adorera!"
"# 01967", "Installons ceci <0> dans le parc!"
, "Tout d'abord, sélectionnez un point de départ."
"# 01968", "Sélectionnez dans quelle direction vous voulez qu'il aille."
, "Ajustez la taille des icônes de direction ou de hauteur de la diapositive."
, "Enfin, assurez-vous que la diapositive se termine dans une piscine."
"# 01969", "Super, je vais publier en ligne sur le <co=0070c0><0> </co> que nous venons de construire."
, "Je parie que tout le monde sera excité à ce sujet!"
"# 01970", "Oh, c'est un nouveau pour <0>."
, "C'est bien d'avoir un nouvel endroit pour manger un morceau mais ... il semble qu'il n'y ait rien au menu?"
, "Que diriez-vous de partager une de mes recettes avec vous pour vous aider à démarrer?"
, "Alors construisez-le et ne vous inquiétez pas du menu."
"# 01972", "Ravi de vous rencontrer!"
, "Nous allons faire le tour en bus de la ville pour <0> demain!"
, "Dans l'attente!"
"# 01973", "Mes élèves adorent votre parc aquatique."
, "Nous viendrons à <0> pour un voyage scolaire demain."
, "J'espère que vous aurez de la place pour notre assez grand groupe!"
"# 01975", "Ravi de vous rencontrer!"
, "Il y a une visite en bus pour <0> demain, pour récupérer les gens du quartier commerçant."
, "Construisons le <0> que notre visiteur a demandé."
"# 01976", "Ravi de vous rencontrer!"
, "Mes collègues et moi viendrons à <0> demain pour un voyage de consolidation d'équipe."
, "Construisons le <0> que notre visiteur a demandé."
"# 01977", "Il y a une navette de la gare à <0>? Oh, je vais venir alors, avec des amis!"
, "Construisons le <0> que notre visiteur a demandé."
"# 01978", "Je viendrai demain à <0> avec mon équipe."
, "Vous feriez mieux d'avoir de l'espace pour notre foule!"
"# 01979", "Mes copains et moi prendrons le bus pour <0> demain. C'est tellement pratique!"
, "Construisons le <0> que notre visiteur a demandé."
"# 01980", "Je viendrai à <0> demain en ferry, avec mes amis."
, "Construisons le <0> que notre visiteur a demandé."
, "Le pool doit avoir au moins <co=0070c0><0> </co> Popularité."
"# 01982", "Nous avons besoin d'une taille de piscine <co=0070c0><0> </co> ou supérieure."
"# 01983", "Faisons une <co = 0070c0> piscine extérieure </co>."
"# 01984", "Faisons une <co=0070c0><0> </co> piscine!"
"# 01985", "Faisons une piscine avec un parfum <co=0070c0><0> </co>."
"# 01988", "Nous avons besoin d'une piscine avec au moins <co=0070c0><0> </co> <pic = pic_nicePoint> likes."
"# 01989", "Prenons le <co=0070c0><0> </co> pour notre parc."
"# 01990", "Construisons le <co=0070c0><0> </co> que notre visiteur a demandé."
"# 01991", "= # 01990"
"# 01992", "Nous avons besoin d'une boutique avec le <co=0070c0><0> </co> demandé dans le menu."
"# 01993", "Ajoutons <co=0070c0><1> </co> comme saveur supplémentaire pour <co=0070c0><0> </co>."
"# 01994", "Mettons <co=0070c0><0> </co> sur le menu d'un restaurant."
"# 01995", "= # 01990"
"# 01996", "Construisons un <co = 0070c0> toboggan aquatique </co>."
"# 01997", "Nous avons besoin d'un toboggan aquatique d'au moins <co=0070c0><0> </co> niveaux."
"# 01998", "Nous avons besoin d'une hauteur <co=0070c0> <1> <0> </co>."
"# 01999", "Offrons au client le <co=0070c0><0> </co> qu'il souhaite en cadeau, ou demandez-lui de l'acheter."
"# 02000", "Offrons au client le <co=0070c0><0> </co> maillot de bain qu'il souhaite en cadeau, ou demandez-lui de l'acheter."
"# 02001", "Alors ... nous avons besoin d'une piscine <0>, <1>!"
"# 02002", "Nous avons besoin d'un pool <0>, <1>, <2>!"
"# 02003", "<0> veut nager dans une <co = 0070c0> piscine orange </co>, hein."
, "Pour teindre l'eau <co = ffc000> orange </co>, nous devons utiliser ensemble des éléments <co = ff0000> rouge </co> et <co = cccc00> jaune </co>."
"# 02004", "Appuyez sur la piscine pour ouvrir son menu d'informations, puis sélectionnez <co = 0070c0> Ajouter des éléments </co>."
, "D'accord, faisons une superbe piscine orange!"
"# 02005", "<0> a envie de cola."
"# 02006", "Appuyez sur un restaurant pour ouvrir son menu d'informations. Vous y trouverez le menu du restaurant."
, "Appuyez sur le champ gris pour ajouter des articles à servir au restaurant."
, "Mettons du cola au menu, d'accord?"
, "J'étais en fait sur le point d'en avoir moi-même pour me rafraîchir. Mais vous pouvez l'avoir!"
"# 02007", "C'est ainsi que vous pouvez ajouter des éléments tels que des fruits et des boissons aux menus des restaurants."
, "Cela vaut la peine de changer le menu en fonction de ce que veulent nos visiteurs."
, "Oh, je pense que cette boisson sera très populaire. Je l'ai gardée dans le réfrigérateur du personnel à l'arrière. Ici."
"# 02008", "Salut! Merci d'être venu!"
, "Pour commencer, j'ai cette recette standard à essayer."
"# 02009", "Oh, vous avez fait le <0> comme un cuisinier chevronné!"
, "Appuyez sur un restaurant pour ouvrir son menu d'informations. Vous pouvez y modifier le menu du restaurant."
, "Pourquoi ne pas l'essayer maintenant?"
"# 02010", "<0> va maintenant servir <1>!"
, "Vous serez en mesure de préparer des aliments de meilleure qualité à mesure que votre niveau de cuisson augmentera."
, "Alors continuez à cuisiner! La pratique rend parfait."
"# 02011", "Laters!"
"# 02012", "Bon travail pour atteindre 5 étoiles!"
, "Si vous avez une minute, pouvez-vous revoir l'histoire de la diapositive de la piscine?"
, "Il y a un <co = 0070c0> cadeau </co> spécial pour tous ceux qui rédigent une critique, qu'elle soit bonne ou mauvaise!"
, "Alors écris ce que tu penses honnêtement du jeu, d'accord? Merci!"
"# 02015", "Très bien pour une première minuterie! Bravo."
, "Alors maintenant, vous savez comment cela fonctionne. Je vous verrai l'année prochaine."
, "Bonne chance avec votre parc aquatique!"
"# 02016", "Félicitations! Vous grimpez bien les échelons."
, "C'est plus proche que je ne le pensais! Je viendrai ici de temps en temps."
"# 02017", "Oh, vous êtes descendu dans le classement."
, "C'est dommage, mais je suis sûr que <0> pourra récupérer et faire mieux l'année prochaine."
, "C'est plus proche que je ne le pensais! Je viendrai ici de temps en temps."
"# 02018", "Notre piscine n'était pas assez populaire ..."
, "Nous pouvons résoudre ce problème en utilisant de nombreux éléments!"
"# 02019", "Notre piscine n'était pas assez grande ..."
, "Développons-le et réessayons la prochaine fois."
"# 02020", "La couleur de notre piscine n'a pas plu aux juges."
, "Assurons-nous que c'est la bonne couleur la prochaine fois."
, "L'intensité est également très importante, alors utilisons plus d'articles et faisons les choses correctement."
"# 02021", "L'odeur de notre piscine n'a pas plu aux juges."
, "Assurons-nous que c'est le bon parfum la prochaine fois."
, "L'intensité est également très importante, alors utilisons plus d'articles et faisons les choses correctement."
"# 02022", "Les juges n'étaient pas satisfaits de la température de l'eau."
, "Il existe des éléments que nous pouvons utiliser pour rendre les piscines plus chaudes ou plus froides. Faisons cela et obtenons la bonne température la prochaine fois.
"# 02023", "Nous n'avions pas assez d'éléments <co=0070c0><0> </co>."
, "La prochaine fois, nous devons en utiliser davantage."
"# 02024", "Nous n'avions pas assez de piscines à jets."
, "Construisons plus."
"# 02025", "Nous n'avions pas assez de <co=0070c0><0> </co> installations près de la piscine."
, "Nous devrions construire plus, patron!"
, "Et nous devons nous assurer qu'ils sont juste au bord de la piscine."
"# 02026", "Salut! Je pensais qu'il était grand temps de vérifier <0>."
,"À un de ces quatre!"
"# 02027", "Oh, alors c'est <0>?"
, "C'est plus proche que je ne le pensais! Je viendrai ici de temps en temps."
"# 02028", "Mes collègues ont fait l'éloge de <0>."
, "Alors je pense que je devrai aussi passer, un de ces jours."
"# 02029", "J'ai entendu des cris de joie venant de <0>. Cela semble être un endroit très amusant!"
, "Je devrai venir nager une fois que j'aurai un nouveau maillot de bain."
,"À plus!"
"# 02030", "Oh, c'est donc <0> dont tout le monde parle?"
, "Je vais devoir voir par moi-même ce qui est si bien à ce sujet! "
"# 02031", "Bonjour! C'est donc ici que se trouve <0>!"
, "C'est formidable d'avoir un nouvel endroit pour sortir avec des amis! Je vais en faire mon repaire habituel!"
"# 02032", "Helloes! Tee hee! Me reconnaissez-vous? Je suis une célébrité montante, je vous ferai savoir!"
, "Je viendrai à <0> incognito un de ces jours. Voyez si vous pouvez me repérer! Buh-bye!"
"# 02033", "Comment allez-vous? J'ai beaucoup entendu parler de <0> ces derniers temps."
, "J'ai un revêtement antirouille et imperméable pour que je puisse nager maintenant aussi, et probablement pas exploser."
, "A bientôt à la piscine!"
"# 02034", "Bonjour! Les senteurs florales me mettent de bonne humeur ..."
, "Oh, au fait, je vous ai envoyé un message. L'avez-vous déjà lu?"
"# 02035", "Bonjour! Les senteurs florales me mettent de bonne humeur ..."
, "Cela ferait ma journée si vous le construisiez!"
"# 02037", "Bonjour! Les senteurs florales me mettent de bonne humeur ..."
, "J'ai une idée de boisson que vous pourriez vendre dans votre parc aquatique. C'est parfait après la baignade!"
"# 02038", "Bonne journée. Mon fils passe tous les jours de congé scolaire dans votre parc aquatique."
, "Je vous ai envoyé un message en ligne. J'espère que vous aurez le temps de le lire!"
"# 02039", "Bonjour! Ma fille joue tout le temps dans ton parc aquatique, cette petite loutre!"
, "Je vous ai envoyé quelques commentaires en ligne. Ce serait bien si vous les vérifiiez. Merci!"
"# 02040", "Wow, wow! Ce parc aquatique est la vraie affaire!"
, "Je vous ai envoyé un message direct en ligne. Vérifiez-le!"
"# 02042", "Bonjour! Les senteurs florales me mettent de bonne humeur ..."
, "Je suis fan des piscines parfumées!"
"# 02043", "Uhm, salut ... Pouvez-vous m'aider avec quelque chose?"
, "Je vous ai envoyé un message direct à ce sujet."
"# 02044", "Salut salut! J'adore ton parc aquatique!"
, "Je souhaite juste que je pourrais avoir ce verre là-bas, vous savez?"
"# 02045", "J'aimerais que vous vendiez ma nourriture préférée à la piscine."
, "Peut-être que vous pouvez voir à ce sujet?"
"# 02046", "Sup! Je viens ici avec mon équipe tout le temps."
, "Nous voulons nous détendre dans une piscine fraîche. Comme dans, vraiment froid, vous savez?"
"# 02048", "Salut! J'ai besoin de quelque chose d'amusant à publier sur ... Pouvez-vous m'aider?"
, "Je souhaite juste que je pourrais avoir ceci à un stand de nourriture près des piscines!"
"# 02050", "Je viens de vous envoyer un message, l'avez-vous déjà vu?"
, "Salut! Voici une suggestion de nourriture que vous pourriez offrir dans votre parc!"
"# 02051", "Salut! Voici une suggestion de nourriture que vous pourriez offrir dans votre parc!"
, "Peut-être que vous pouvez voir à ce sujet?"
"# 02052", "Bonjour! Les senteurs florales me mettent de bonne humeur ..."
, "Oh, au fait, je vous ai envoyé un message. L'avez-vous déjà lu?"
"# 02053", "Salut, j'aime votre parc mais j'aimerais encore plus si vous aviez cette installation."
, "Cela ferait ma journée si vous le construisiez!"
"# 02054", "Salut! Envisagez-vous peut-être de faire une piscine de style balnéaire? Parce que c'est quelque chose dont j'ai rêvé!"
"# 02056", "Salut! Quand j'ai soif après l'exercice, je fais toujours ça. L'avez-vous disponible?"
, "Tu sais ... Je serais tellement heureux si tu en avais un!"
"# 02057", "J'apprécierais vraiment que vous réussissiez!"
"# 02058", "Umm ... J'espère que les commentaires des clients ne vous dérangent pas? Je pense que ce serait génial si vous aviez une piscine comme celle-ci."
, "Tu sais ... Je serais tellement heureux si tu en avais un!"
"# 02059", "Ce serait génial si vous aviez des chaises de ce genre!"
"# 02060", "Si seulement vous aviez un salon comme celui-ci!"
"# 02061", "Umm ... J'espère que les commentaires des clients ne vous dérangent pas? Je pense que ce serait génial si vous aviez une piscine comme celle-ci."
, "Je prends des coups de soleil très facilement, alors j'ai besoin d'un maillot de bain comme celui-ci!"
"# 02062", "Bonjour! Les senteurs florales me mettent de bonne humeur ..."
, "Mais je suppose que ce serait bizarre pour vous de vendre des concombres dans un parc aquatique alors à la place, j'aimerais ça s'il vous plaît!"
"# 02064", "Bonjour! Acceptez-vous des suggestions de piscines à faire?"
, "Ce serait si gentil de votre part si vous réussissiez vraiment!"
"# 02065", "Ahem ... Peux-tu envisager de créer une piscine comme celle-ci?"
, "Je prends des coups de soleil très facilement, alors j'ai besoin d'un maillot de bain comme celui-ci!"
"# 02066", "Qu'en est-il des salons comme celui-ci?"
"# 02067", "Helloes! Donnez-moi quelque chose à écrire sur Internet, je suis à court d'idées et j'ai besoin de plus de likes!"
"# 02068", "Hé uhm ... Je me demandais pourquoi ce n'était pas disponible dans les stands de nourriture?"
"# 02069", "Salut! J'ai besoin de quelque chose d'amusant à publier sur ... Pouvez-vous m'aider?"
"# 02070", "Le menu des boissons de votre parc en a besoin!"
"# 02071", "Voici ce que j'aimerais manger!"
, "Peut-être que vous pouvez voir à ce sujet?"
"# 02072", "Salut! Avez-vous ça dans votre parc? Non?"
"# 02073", "Salut! Si vous avez ce maillot de bain en stock, puis-je en avoir un s'il vous plaît, s'il vous plaît?"
"# 02074", "J'ai lu en ligne que c'est super sain et rend la peau et les cheveux plus éclatants!"
, "L'aurez-vous jamais disponible?"
"# 02075", "Avez-vous des piscines comme celle-ci? Je veux dire, je ne veux pas paraître exigeante mais ..."
, "Je prends des coups de soleil très facilement, alors j'ai besoin d'un maillot de bain comme celui-ci!"
"# 02076", "Tout le monde a un flotteur ou une chambre à air, semble-t-il."
, "J'en voudrais un aussi ... Celui-ci serait le meilleur!"
"# 02077", "C'est le genre d'endroit que je voudrais dans un parc aquatique!"
"# 02078", "Sont-ils servis dans votre parc?"
"# 02079", "J'aime bien quand vous avez des choix alimentaires sains. Comme ça!"
"# 02080", "Hiya! As-tu une piscine comme celle-ci, peut-être? Parce que c'est ma préférée!"
, "Si vous n'en avez pas ... Voulez-vous y arriver un jour?"
"# 02082", "Il y avait un article dans un magazine que j'ai lu, sur un type de piscine vraiment incroyable."
, "Je suis très facilement brûlé par le soleil, alors je me prend un maillots de bain comme ça! "
"# 02083", "Il y avait un article dans un magazine que j'ai lu, à propos d'un type de piscine vraiment incroyable."
, "J'apprécierais vraiment si vous réussissiez!"
"# 02084", "Bonjour! Pouvez-vous obtenir ça pour votre parc?"
"# 02085", "Une piscine comme celle-ci deviendrait virale en ligne!"
